,City,Country,Long,Lat,date,type,value
25130,N.A.,India,78.0,21.0,2020-03-04,recovered,3
25131,N.A.,India,78.0,21.0,2020-03-04,currently ill,25
25132,N.A.,India,78.0,21.0,2020-03-05,confirmed,30
25133,N.A.,India,78.0,21.0,2020-03-05,died,0
25134,N.A.,India,78.0,21.0,2020-03-05,recovered,3
25135,N.A.,India,78.0,21.0,2020-03-05,currently ill,27
25136,N.A.,India,78.0,21.0,2020-03-06,confirmed,31
25137,N.A.,India,78.0,21.0,2020-03-06,died,0
25138,N.A.,India,78.0,21.0,2020-03-06,recovered,3
25139,N.A.,India,78.0,21.0,2020-03-06,currently ill,28
25140,N.A.,India,78.0,21.0,2020-03-07,confirmed,34
25141,N.A.,India,78.0,21.0,2020-03-07,died,0
25142,N.A.,India,78.0,21.0,2020-03-07,recovered,3
25143,N.A.,India,78.0,21.0,2020-03-07,currently ill,31
25144,N.A.,India,78.0,21.0,2020-03-08,confirmed,39
25145,N.A.,India,78.0,21.0,2020-03-08,died,0
25146,N.A.,India,78.0,21.0,2020-03-08,recovered,3
25147,N.A.,India,78.0,21.0,2020-03-08,currently ill,36
25148,N.A.,India,78.0,21.0,2020-03-09,confirmed,43
25149,N.A.,India,78.0,21.0,2020-03-09,died,0
25150,N.A.,India,78.0,21.0,2020-03-09,recovered,3
25151,N.A.,India,78.0,21.0,2020-03-09,currently ill,40
25152,N.A.,Indonesia,113.9213,-0.7893,2020-01-22,confirmed,0
25153,N.A.,Indonesia,113.9213,-0.7893,2020-01-22,died,0
25154,N.A.,Indonesia,113.9213,-0.7893,2020-01-22,recovered,0
25155,N.A.,Indonesia,113.9213,-0.7893,2020-01-22,currently ill,0
25156,N.A.,Indonesia,113.9213,-0.7893,2020-01-23,confirmed,0
25157,N.A.,Indonesia,113.9213,-0.7893,2020-01-23,died,0
25158,N.A.,Indonesia,113.9213,-0.7893,2020-01-23,recovered,0
25159,N.A.,Indonesia,113.9213,-0.7893,2020-01-23,currently ill,0
25160,N.A.,Indonesia,113.9213,-0.7893,2020-01-24,confirmed,0
25161,N.A.,Indonesia,113.9213,-0.7893,2020-01-24,died,0
25162,N.A.,Indonesia,113.9213,-0.7893,2020-01-24,recovered,0
25163,N.A.,Indonesia,113.9213,-0.7893,2020-01-24,currently ill,0
25164,N.A.,Indonesia,113.9213,-0.7893,2020-01-25,confirmed,0
25165,N.A.,Indonesia,113.9213,-0.7893,2020-01-25,died,0
25166,N.A.,Indonesia,113.9213,-0.7893,2020-01-25,recovered,0
25167,N.A.,Indonesia,113.9213,-0.7893,2020-01-25,currently ill,0
25168,N.A.,Indonesia,113.9213,-0.7893,2020-01-26,confirmed,0
25169,N.A.,Indonesia,113.9213,-0.7893,2020-01-26,died,0
25170,N.A.,Indonesia,113.9213,-0.7893,2020-01-26,recovered,0
25171,N.A.,Indonesia,113.9213,-0.7893,2020-01-26,currently ill,0
25172,N.A.,Indonesia,113.9213,-0.7893,2020-01-27,confirmed,0
25173,N.A.,Indonesia,113.9213,-0.7893,2020-01-27,died,0
25174,N.A.,Indonesia,113.9213,-0.7893,2020-01-27,recovered,0
25175,N.A.,Indonesia,113.9213,-0.7893,2020-01-27,currently ill,0
25176,N.A.,Indonesia,113.9213,-0.7893,2020-01-28,confirmed,0
25177,N.A.,Indonesia,113.9213,-0.7893,2020-01-28,died,0
25178,N.A.,Indonesia,113.9213,-0.7893,2020-01-28,recovered,0
25179,N.A.,Indonesia,113.9213,-0.7893,2020-01-28,currently ill,0
25180,N.A.,Indonesia,113.9213,-0.7893,2020-01-29,confirmed,0
25181,N.A.,Indonesia,113.9213,-0.7893,2020-01-29,died,0
25182,N.A.,Indonesia,113.9213,-0.7893,2020-01-29,recovered,0
25183,N.A.,Indonesia,113.9213,-0.7893,2020-01-29,currently ill,0
25184,N.A.,Indonesia,113.9213,-0.7893,2020-01-30,confirmed,0
25185,N.A.,Indonesia,113.9213,-0.7893,2020-01-30,died,0
25186,N.A.,Indonesia,113.9213,-0.7893,2020-01-30,recovered,0
25187,N.A.,Indonesia,113.9213,-0.7893,2020-01-30,currently ill,0
25188,N.A.,Indonesia,113.9213,-0.7893,2020-01-31,confirmed,0
25189,N.A.,Indonesia,113.9213,-0.7893,2020-01-31,died,0
25190,N.A.,Indonesia,113.9213,-0.7893,2020-01-31,recovered,0
25191,N.A.,Indonesia,113.9213,-0.7893,2020-01-31,currently ill,0
25192,N.A.,Indonesia,113.9213,-0.7893,2020-02-01,confirmed,0
25193,N.A.,Indonesia,113.9213,-0.7893,2020-02-01,died,0
25194,N.A.,Indonesia,113.9213,-0.7893,2020-02-01,recovered,0
25195,N.A.,Indonesia,113.9213,-0.7893,2020-02-01,currently ill,0
25196,N.A.,Indonesia,113.9213,-0.7893,2020-02-02,confirmed,0
25197,N.A.,Indonesia,113.9213,-0.7893,2020-02-02,died,0
25198,N.A.,Indonesia,113.9213,-0.7893,2020-02-02,recovered,0
25199,N.A.,Indonesia,113.9213,-0.7893,2020-02-02,currently ill,0
25200,N.A.,Indonesia,113.9213,-0.7893,2020-02-03,confirmed,0
25201,N.A.,Indonesia,113.9213,-0.7893,2020-02-03,died,0
25202,N.A.,Indonesia,113.9213,-0.7893,2020-02-03,recovered,0
25203,N.A.,Indonesia,113.9213,-0.7893,2020-02-03,currently ill,0
25204,N.A.,Indonesia,113.9213,-0.7893,2020-02-04,confirmed,0
25205,N.A.,Indonesia,113.9213,-0.7893,2020-02-04,died,0
25206,N.A.,Indonesia,113.9213,-0.7893,2020-02-04,recovered,0
25207,N.A.,Indonesia,113.9213,-0.7893,2020-02-04,currently ill,0
25208,N.A.,Indonesia,113.9213,-0.7893,2020-02-05,confirmed,0
25209,N.A.,Indonesia,113.9213,-0.7893,2020-02-05,died,0
25210,N.A.,Indonesia,113.9213,-0.7893,2020-02-05,recovered,0
25211,N.A.,Indonesia,113.9213,-0.7893,2020-02-05,currently ill,0
25212,N.A.,Indonesia,113.9213,-0.7893,2020-02-06,confirmed,0
25213,N.A.,Indonesia,113.9213,-0.7893,2020-02-06,died,0
25214,N.A.,Indonesia,113.9213,-0.7893,2020-02-06,recovered,0
25215,N.A.,Indonesia,113.9213,-0.7893,2020-02-06,currently ill,0
25216,N.A.,Indonesia,113.9213,-0.7893,2020-02-07,confirmed,0
25217,N.A.,Indonesia,113.9213,-0.7893,2020-02-07,died,0
25218,N.A.,Indonesia,113.9213,-0.7893,2020-02-07,recovered,0
25219,N.A.,Indonesia,113.9213,-0.7893,2020-02-07,currently ill,0
25220,N.A.,Indonesia,113.9213,-0.7893,2020-02-08,confirmed,0
25221,N.A.,Indonesia,113.9213,-0.7893,2020-02-08,died,0
25222,N.A.,Indonesia,113.9213,-0.7893,2020-02-08,recovered,0
25223,N.A.,Indonesia,113.9213,-0.7893,2020-02-08,currently ill,0
25224,N.A.,Indonesia,113.9213,-0.7893,2020-02-09,confirmed,0
25225,N.A.,Indonesia,113.9213,-0.7893,2020-02-09,died,0
25226,N.A.,Indonesia,113.9213,-0.7893,2020-02-09,recovered,0
25227,N.A.,Indonesia,113.9213,-0.7893,2020-02-09,currently ill,0
25228,N.A.,Indonesia,113.9213,-0.7893,2020-02-10,confirmed,0
25229,N.A.,Indonesia,113.9213,-0.7893,2020-02-10,died,0
25230,N.A.,Indonesia,113.9213,-0.7893,2020-02-10,recovered,0
25231,N.A.,Indonesia,113.9213,-0.7893,2020-02-10,currently ill,0
25232,N.A.,Indonesia,113.9213,-0.7893,2020-02-11,confirmed,0
25233,N.A.,Indonesia,113.9213,-0.7893,2020-02-11,died,0
25234,N.A.,Indonesia,113.9213,-0.7893,2020-02-11,recovered,0
25235,N.A.,Indonesia,113.9213,-0.7893,2020-02-11,currently ill,0
25236,N.A.,Indonesia,113.9213,-0.7893,2020-02-12,confirmed,0
25237,N.A.,Indonesia,113.9213,-0.7893,2020-02-12,died,0
25238,N.A.,Indonesia,113.9213,-0.7893,2020-02-12,recovered,0
25239,N.A.,Indonesia,113.9213,-0.7893,2020-02-12,currently ill,0
25240,N.A.,Indonesia,113.9213,-0.7893,2020-02-13,confirmed,0
25241,N.A.,Indonesia,113.9213,-0.7893,2020-02-13,died,0
25242,N.A.,Indonesia,113.9213,-0.7893,2020-02-13,recovered,0
25243,N.A.,Indonesia,113.9213,-0.7893,2020-02-13,currently ill,0
25244,N.A.,Indonesia,113.9213,-0.7893,2020-02-14,confirmed,0
25245,N.A.,Indonesia,113.9213,-0.7893,2020-02-14,died,0
25246,N.A.,Indonesia,113.9213,-0.7893,2020-02-14,recovered,0
25247,N.A.,Indonesia,113.9213,-0.7893,2020-02-14,currently ill,0
25248,N.A.,Indonesia,113.9213,-0.7893,2020-02-15,confirmed,0
25249,N.A.,Indonesia,113.9213,-0.7893,2020-02-15,died,0
25250,N.A.,Indonesia,113.9213,-0.7893,2020-02-15,recovered,0
25251,N.A.,Indonesia,113.9213,-0.7893,2020-02-15,currently ill,0
25252,N.A.,Indonesia,113.9213,-0.7893,2020-02-16,confirmed,0
25253,N.A.,Indonesia,113.9213,-0.7893,2020-02-16,died,0
25254,N.A.,Indonesia,113.9213,-0.7893,2020-02-16,recovered,0
25255,N.A.,Indonesia,113.9213,-0.7893,2020-02-16,currently ill,0
25256,N.A.,Indonesia,113.9213,-0.7893,2020-02-17,confirmed,0
25257,N.A.,Indonesia,113.9213,-0.7893,2020-02-17,died,0
25258,N.A.,Indonesia,113.9213,-0.7893,2020-02-17,recovered,0
25259,N.A.,Indonesia,113.9213,-0.7893,2020-02-17,currently ill,0
25260,N.A.,Indonesia,113.9213,-0.7893,2020-02-18,confirmed,0
25261,N.A.,Indonesia,113.9213,-0.7893,2020-02-18,died,0
25262,N.A.,Indonesia,113.9213,-0.7893,2020-02-18,recovered,0
25263,N.A.,Indonesia,113.9213,-0.7893,2020-02-18,currently ill,0
25264,N.A.,Indonesia,113.9213,-0.7893,2020-02-19,confirmed,0
25265,N.A.,Indonesia,113.9213,-0.7893,2020-02-19,died,0
25266,N.A.,Indonesia,113.9213,-0.7893,2020-02-19,recovered,0
25267,N.A.,Indonesia,113.9213,-0.7893,2020-02-19,currently ill,0
25268,N.A.,Indonesia,113.9213,-0.7893,2020-02-20,confirmed,0
25269,N.A.,Indonesia,113.9213,-0.7893,2020-02-20,died,0
25270,N.A.,Indonesia,113.9213,-0.7893,2020-02-20,recovered,0
25271,N.A.,Indonesia,113.9213,-0.7893,2020-02-20,currently ill,0
25272,N.A.,Indonesia,113.9213,-0.7893,2020-02-21,confirmed,0
25273,N.A.,Indonesia,113.9213,-0.7893,2020-02-21,died,0
25274,N.A.,Indonesia,113.9213,-0.7893,2020-02-21,recovered,0
25275,N.A.,Indonesia,113.9213,-0.7893,2020-02-21,currently ill,0
25276,N.A.,Indonesia,113.9213,-0.7893,2020-02-22,confirmed,0
25277,N.A.,Indonesia,113.9213,-0.7893,2020-02-22,died,0
25278,N.A.,Indonesia,113.9213,-0.7893,2020-02-22,recovered,0
25279,N.A.,Indonesia,113.9213,-0.7893,2020-02-22,currently ill,0
25280,N.A.,Indonesia,113.9213,-0.7893,2020-02-23,confirmed,0
25281,N.A.,Indonesia,113.9213,-0.7893,2020-02-23,died,0
25282,N.A.,Indonesia,113.9213,-0.7893,2020-02-23,recovered,0
25283,N.A.,Indonesia,113.9213,-0.7893,2020-02-23,currently ill,0
25284,N.A.,Indonesia,113.9213,-0.7893,2020-02-24,confirmed,0
25285,N.A.,Indonesia,113.9213,-0.7893,2020-02-24,died,0
25286,N.A.,Indonesia,113.9213,-0.7893,2020-02-24,recovered,0
25287,N.A.,Indonesia,113.9213,-0.7893,2020-02-24,currently ill,0
25288,N.A.,Indonesia,113.9213,-0.7893,2020-02-25,confirmed,0
25289,N.A.,Indonesia,113.9213,-0.7893,2020-02-25,died,0
25290,N.A.,Indonesia,113.9213,-0.7893,2020-02-25,recovered,0
25291,N.A.,Indonesia,113.9213,-0.7893,2020-02-25,currently ill,0
25292,N.A.,Indonesia,113.9213,-0.7893,2020-02-26,confirmed,0
25293,N.A.,Indonesia,113.9213,-0.7893,2020-02-26,died,0
25294,N.A.,Indonesia,113.9213,-0.7893,2020-02-26,recovered,0
25295,N.A.,Indonesia,113.9213,-0.7893,2020-02-26,currently ill,0
25296,N.A.,Indonesia,113.9213,-0.7893,2020-02-27,confirmed,0
25297,N.A.,Indonesia,113.9213,-0.7893,2020-02-27,died,0
25298,N.A.,Indonesia,113.9213,-0.7893,2020-02-27,recovered,0
25299,N.A.,Indonesia,113.9213,-0.7893,2020-02-27,currently ill,0
25300,N.A.,Indonesia,113.9213,-0.7893,2020-02-28,confirmed,0
25301,N.A.,Indonesia,113.9213,-0.7893,2020-02-28,died,0
25302,N.A.,Indonesia,113.9213,-0.7893,2020-02-28,recovered,0
25303,N.A.,Indonesia,113.9213,-0.7893,2020-02-28,currently ill,0
25304,N.A.,Indonesia,113.9213,-0.7893,2020-02-29,confirmed,0
25305,N.A.,Indonesia,113.9213,-0.7893,2020-02-29,died,0
25306,N.A.,Indonesia,113.9213,-0.7893,2020-02-29,recovered,0
25307,N.A.,Indonesia,113.9213,-0.7893,2020-02-29,currently ill,0
25308,N.A.,Indonesia,113.9213,-0.7893,2020-03-01,confirmed,0
25309,N.A.,Indonesia,113.9213,-0.7893,2020-03-01,died,0
25310,N.A.,Indonesia,113.9213,-0.7893,2020-03-01,recovered,0
25311,N.A.,Indonesia,113.9213,-0.7893,2020-03-01,currently ill,0
25312,N.A.,Indonesia,113.9213,-0.7893,2020-03-02,confirmed,2
25313,N.A.,Indonesia,113.9213,-0.7893,2020-03-02,died,0
25314,N.A.,Indonesia,113.9213,-0.7893,2020-03-02,recovered,0
25315,N.A.,Indonesia,113.9213,-0.7893,2020-03-02,currently ill,2
25316,N.A.,Indonesia,113.9213,-0.7893,2020-03-03,confirmed,2
25317,N.A.,Indonesia,113.9213,-0.7893,2020-03-03,died,0
25318,N.A.,Indonesia,113.9213,-0.7893,2020-03-03,recovered,0
25319,N.A.,Indonesia,113.9213,-0.7893,2020-03-03,currently ill,2
25320,N.A.,Indonesia,113.9213,-0.7893,2020-03-04,confirmed,2
25321,N.A.,Indonesia,113.9213,-0.7893,2020-03-04,died,0
25322,N.A.,Indonesia,113.9213,-0.7893,2020-03-04,recovered,0
25323,N.A.,Indonesia,113.9213,-0.7893,2020-03-04,currently ill,2
25324,N.A.,Indonesia,113.9213,-0.7893,2020-03-05,confirmed,2
25325,N.A.,Indonesia,113.9213,-0.7893,2020-03-05,died,0
25326,N.A.,Indonesia,113.9213,-0.7893,2020-03-05,recovered,0
25327,N.A.,Indonesia,113.9213,-0.7893,2020-03-05,currently ill,2
25328,N.A.,Indonesia,113.9213,-0.7893,2020-03-06,confirmed,4
25329,N.A.,Indonesia,113.9213,-0.7893,2020-03-06,died,0
25330,N.A.,Indonesia,113.9213,-0.7893,2020-03-06,recovered,0
25331,N.A.,Indonesia,113.9213,-0.7893,2020-03-06,currently ill,4
25332,N.A.,Indonesia,113.9213,-0.7893,2020-03-07,confirmed,4
25333,N.A.,Indonesia,113.9213,-0.7893,2020-03-07,died,0
25334,N.A.,Indonesia,113.9213,-0.7893,2020-03-07,recovered,0
25335,N.A.,Indonesia,113.9213,-0.7893,2020-03-07,currently ill,4
25336,N.A.,Indonesia,113.9213,-0.7893,2020-03-08,confirmed,6
25337,N.A.,Indonesia,113.9213,-0.7893,2020-03-08,died,0
25338,N.A.,Indonesia,113.9213,-0.7893,2020-03-08,recovered,0
25339,N.A.,Indonesia,113.9213,-0.7893,2020-03-08,currently ill,6
25340,N.A.,Indonesia,113.9213,-0.7893,2020-03-09,confirmed,19
25341,N.A.,Indonesia,113.9213,-0.7893,2020-03-09,died,0
25342,N.A.,Indonesia,113.9213,-0.7893,2020-03-09,recovered,0
25343,N.A.,Indonesia,113.9213,-0.7893,2020-03-09,currently ill,19
25344,N.A.,Iran,53.0,32.0,2020-01-22,confirmed,0
25345,N.A.,Iran,53.0,32.0,2020-01-22,died,0
25346,N.A.,Iran,53.0,32.0,2020-01-22,recovered,0
25347,N.A.,Iran,53.0,32.0,2020-01-22,currently ill,0
25348,N.A.,Iran,53.0,32.0,2020-01-23,confirmed,0
25349,N.A.,Iran,53.0,32.0,2020-01-23,died,0
25350,N.A.,Iran,53.0,32.0,2020-01-23,recovered,0
25351,N.A.,Iran,53.0,32.0,2020-01-23,currently ill,0
25352,N.A.,Iran,53.0,32.0,2020-01-24,confirmed,0
25353,N.A.,Iran,53.0,32.0,2020-01-24,died,0
25354,N.A.,Iran,53.0,32.0,2020-01-24,recovered,0
25355,N.A.,Iran,53.0,32.0,2020-01-24,currently ill,0
25356,N.A.,Iran,53.0,32.0,2020-01-25,confirmed,0
25357,N.A.,Iran,53.0,32.0,2020-01-25,died,0
25358,N.A.,Iran,53.0,32.0,2020-01-25,recovered,0
25359,N.A.,Iran,53.0,32.0,2020-01-25,currently ill,0
25360,N.A.,Iran,53.0,32.0,2020-01-26,confirmed,0
25361,N.A.,Iran,53.0,32.0,2020-01-26,died,0
25362,N.A.,Iran,53.0,32.0,2020-01-26,recovered,0
25363,N.A.,Iran,53.0,32.0,2020-01-26,currently ill,0
25364,N.A.,Iran,53.0,32.0,2020-01-27,confirmed,0
25365,N.A.,Iran,53.0,32.0,2020-01-27,died,0
25366,N.A.,Iran,53.0,32.0,2020-01-27,recovered,0
25367,N.A.,Iran,53.0,32.0,2020-01-27,currently ill,0
25368,N.A.,Iran,53.0,32.0,2020-01-28,confirmed,0
25369,N.A.,Iran,53.0,32.0,2020-01-28,died,0
25370,N.A.,Iran,53.0,32.0,2020-01-28,recovered,0
25371,N.A.,Iran,53.0,32.0,2020-01-28,currently ill,0
25372,N.A.,Iran,53.0,32.0,2020-01-29,confirmed,0
25373,N.A.,Iran,53.0,32.0,2020-01-29,died,0
25374,N.A.,Iran,53.0,32.0,2020-01-29,recovered,0
25375,N.A.,Iran,53.0,32.0,2020-01-29,currently ill,0
25376,N.A.,Iran,53.0,32.0,2020-01-30,confirmed,0
25377,N.A.,Iran,53.0,32.0,2020-01-30,died,0
25378,N.A.,Iran,53.0,32.0,2020-01-30,recovered,0
25379,N.A.,Iran,53.0,32.0,2020-01-30,currently ill,0
25380,N.A.,Iran,53.0,32.0,2020-01-31,confirmed,0
25381,N.A.,Iran,53.0,32.0,2020-01-31,died,0
25382,N.A.,Iran,53.0,32.0,2020-01-31,recovered,0
25383,N.A.,Iran,53.0,32.0,2020-01-31,currently ill,0
25384,N.A.,Iran,53.0,32.0,2020-02-01,confirmed,0
25385,N.A.,Iran,53.0,32.0,2020-02-01,died,0
25386,N.A.,Iran,53.0,32.0,2020-02-01,recovered,0
25387,N.A.,Iran,53.0,32.0,2020-02-01,currently ill,0
25388,N.A.,Iran,53.0,32.0,2020-02-02,confirmed,0
25389,N.A.,Iran,53.0,32.0,2020-02-02,died,0
25390,N.A.,Iran,53.0,32.0,2020-02-02,recovered,0
25391,N.A.,Iran,53.0,32.0,2020-02-02,currently ill,0
25392,N.A.,Iran,53.0,32.0,2020-02-03,confirmed,0
25393,N.A.,Iran,53.0,32.0,2020-02-03,died,0
25394,N.A.,Iran,53.0,32.0,2020-02-03,recovered,0
25395,N.A.,Iran,53.0,32.0,2020-02-03,currently ill,0
25396,N.A.,Iran,53.0,32.0,2020-02-04,confirmed,0
25397,N.A.,Iran,53.0,32.0,2020-02-04,died,0
25398,N.A.,Iran,53.0,32.0,2020-02-04,recovered,0
25399,N.A.,Iran,53.0,32.0,2020-02-04,currently ill,0
25400,N.A.,Iran,53.0,32.0,2020-02-05,confirmed,0
25401,N.A.,Iran,53.0,32.0,2020-02-05,died,0
25402,N.A.,Iran,53.0,32.0,2020-02-05,recovered,0
25403,N.A.,Iran,53.0,32.0,2020-02-05,currently ill,0
25404,N.A.,Iran,53.0,32.0,2020-02-06,confirmed,0
25405,N.A.,Iran,53.0,32.0,2020-02-06,died,0
25406,N.A.,Iran,53.0,32.0,2020-02-06,recovered,0
25407,N.A.,Iran,53.0,32.0,2020-02-06,currently ill,0
25408,N.A.,Iran,53.0,32.0,2020-02-07,confirmed,0
25409,N.A.,Iran,53.0,32.0,2020-02-07,died,0
25410,N.A.,Iran,53.0,32.0,2020-02-07,recovered,0
25411,N.A.,Iran,53.0,32.0,2020-02-07,currently ill,0
25412,N.A.,Iran,53.0,32.0,2020-02-08,confirmed,0
25413,N.A.,Iran,53.0,32.0,2020-02-08,died,0
25414,N.A.,Iran,53.0,32.0,2020-02-08,recovered,0
25415,N.A.,Iran,53.0,32.0,2020-02-08,currently ill,0
25416,N.A.,Iran,53.0,32.0,2020-02-09,confirmed,0
25417,N.A.,Iran,53.0,32.0,2020-02-09,died,0
25418,N.A.,Iran,53.0,32.0,2020-02-09,recovered,0
25419,N.A.,Iran,53.0,32.0,2020-02-09,currently ill,0
25420,N.A.,Iran,53.0,32.0,2020-02-10,confirmed,0
25421,N.A.,Iran,53.0,32.0,2020-02-10,died,0
25422,N.A.,Iran,53.0,32.0,2020-02-10,recovered,0
25423,N.A.,Iran,53.0,32.0,2020-02-10,currently ill,0
25424,N.A.,Iran,53.0,32.0,2020-02-11,confirmed,0
25425,N.A.,Iran,53.0,32.0,2020-02-11,died,0
25426,N.A.,Iran,53.0,32.0,2020-02-11,recovered,0
25427,N.A.,Iran,53.0,32.0,2020-02-11,currently ill,0
25428,N.A.,Iran,53.0,32.0,2020-02-12,confirmed,0
25429,N.A.,Iran,53.0,32.0,2020-02-12,died,0
25430,N.A.,Iran,53.0,32.0,2020-02-12,recovered,0
25431,N.A.,Iran,53.0,32.0,2020-02-12,currently ill,0
25432,N.A.,Iran,53.0,32.0,2020-02-13,confirmed,0
25433,N.A.,Iran,53.0,32.0,2020-02-13,died,0
25434,N.A.,Iran,53.0,32.0,2020-02-13,recovered,0
25435,N.A.,Iran,53.0,32.0,2020-02-13,currently ill,0
25436,N.A.,Iran,53.0,32.0,2020-02-14,confirmed,0
25437,N.A.,Iran,53.0,32.0,2020-02-14,died,0
25438,N.A.,Iran,53.0,32.0,2020-02-14,recovered,0
25439,N.A.,Iran,53.0,32.0,2020-02-14,currently ill,0
25440,N.A.,Iran,53.0,32.0,2020-02-15,confirmed,0
25441,N.A.,Iran,53.0,32.0,2020-02-15,died,0
25442,N.A.,Iran,53.0,32.0,2020-02-15,recovered,0
25443,N.A.,Iran,53.0,32.0,2020-02-15,currently ill,0
25444,N.A.,Iran,53.0,32.0,2020-02-16,confirmed,0
25445,N.A.,Iran,53.0,32.0,2020-02-16,died,0
25446,N.A.,Iran,53.0,32.0,2020-02-16,recovered,0
25447,N.A.,Iran,53.0,32.0,2020-02-16,currently ill,0
25448,N.A.,Iran,53.0,32.0,2020-02-17,confirmed,0
25449,N.A.,Iran,53.0,32.0,2020-02-17,died,0
25450,N.A.,Iran,53.0,32.0,2020-02-17,recovered,0
25451,N.A.,Iran,53.0,32.0,2020-02-17,currently ill,0
25452,N.A.,Iran,53.0,32.0,2020-02-18,confirmed,0
25453,N.A.,Iran,53.0,32.0,2020-02-18,died,0
25454,N.A.,Iran,53.0,32.0,2020-02-18,recovered,0
25455,N.A.,Iran,53.0,32.0,2020-02-18,currently ill,0
25456,N.A.,Iran,53.0,32.0,2020-02-19,confirmed,2
25457,N.A.,Iran,53.0,32.0,2020-02-19,died,2
25458,N.A.,Iran,53.0,32.0,2020-02-19,recovered,0
25459,N.A.,Iran,53.0,32.0,2020-02-19,currently ill,0
25460,N.A.,Iran,53.0,32.0,2020-02-20,confirmed,5
25461,N.A.,Iran,53.0,32.0,2020-02-20,died,2
25462,N.A.,Iran,53.0,32.0,2020-02-20,recovered,0
25463,N.A.,Iran,53.0,32.0,2020-02-20,currently ill,3
25464,N.A.,Iran,53.0,32.0,2020-02-21,confirmed,18
25465,N.A.,Iran,53.0,32.0,2020-02-21,died,4
25466,N.A.,Iran,53.0,32.0,2020-02-21,recovered,0
25467,N.A.,Iran,53.0,32.0,2020-02-21,currently ill,14
25468,N.A.,Iran,53.0,32.0,2020-02-22,confirmed,28
25469,N.A.,Iran,53.0,32.0,2020-02-22,died,5
25470,N.A.,Iran,53.0,32.0,2020-02-22,recovered,0
25471,N.A.,Iran,53.0,32.0,2020-02-22,currently ill,23
25472,N.A.,Iran,53.0,32.0,2020-02-23,confirmed,43
25473,N.A.,Iran,53.0,32.0,2020-02-23,died,8
25474,N.A.,Iran,53.0,32.0,2020-02-23,recovered,0
25475,N.A.,Iran,53.0,32.0,2020-02-23,currently ill,35
25476,N.A.,Iran,53.0,32.0,2020-02-24,confirmed,61
25477,N.A.,Iran,53.0,32.0,2020-02-24,died,12
25478,N.A.,Iran,53.0,32.0,2020-02-24,recovered,0
25479,N.A.,Iran,53.0,32.0,2020-02-24,currently ill,49
25480,N.A.,Iran,53.0,32.0,2020-02-25,confirmed,95
25481,N.A.,Iran,53.0,32.0,2020-02-25,died,16
25482,N.A.,Iran,53.0,32.0,2020-02-25,recovered,0
25483,N.A.,Iran,53.0,32.0,2020-02-25,currently ill,79
25484,N.A.,Iran,53.0,32.0,2020-02-26,confirmed,139
25485,N.A.,Iran,53.0,32.0,2020-02-26,died,19
25486,N.A.,Iran,53.0,32.0,2020-02-26,recovered,49
25487,N.A.,Iran,53.0,32.0,2020-02-26,currently ill,71
25488,N.A.,Iran,53.0,32.0,2020-02-27,confirmed,245
25489,N.A.,Iran,53.0,32.0,2020-02-27,died,26
25490,N.A.,Iran,53.0,32.0,2020-02-27,recovered,49
25491,N.A.,Iran,53.0,32.0,2020-02-27,currently ill,170
25492,N.A.,Iran,53.0,32.0,2020-02-28,confirmed,388
25493,N.A.,Iran,53.0,32.0,2020-02-28,died,34
25494,N.A.,Iran,53.0,32.0,2020-02-28,recovered,73
25495,N.A.,Iran,53.0,32.0,2020-02-28,currently ill,281
25496,N.A.,Iran,53.0,32.0,2020-02-29,confirmed,593
25497,N.A.,Iran,53.0,32.0,2020-02-29,died,43
25498,N.A.,Iran,53.0,32.0,2020-02-29,recovered,123
25499,N.A.,Iran,53.0,32.0,2020-02-29,currently ill,427
25500,N.A.,Iran,53.0,32.0,2020-03-01,confirmed,978
25501,N.A.,Iran,53.0,32.0,2020-03-01,died,54
25502,N.A.,Iran,53.0,32.0,2020-03-01,recovered,175
25503,N.A.,Iran,53.0,32.0,2020-03-01,currently ill,749
25504,N.A.,Iran,53.0,32.0,2020-03-02,confirmed,1501
25505,N.A.,Iran,53.0,32.0,2020-03-02,died,66
25506,N.A.,Iran,53.0,32.0,2020-03-02,recovered,291
25507,N.A.,Iran,53.0,32.0,2020-03-02,currently ill,1144
25508,N.A.,Iran,53.0,32.0,2020-03-03,confirmed,2336
25509,N.A.,Iran,53.0,32.0,2020-03-03,died,77
25510,N.A.,Iran,53.0,32.0,2020-03-03,recovered,291
25511,N.A.,Iran,53.0,32.0,2020-03-03,currently ill,1968
25512,N.A.,Iran,53.0,32.0,2020-03-04,confirmed,2922
25513,N.A.,Iran,53.0,32.0,2020-03-04,died,92
25514,N.A.,Iran,53.0,32.0,2020-03-04,recovered,552
25515,N.A.,Iran,53.0,32.0,2020-03-04,currently ill,2278
25516,N.A.,Iran,53.0,32.0,2020-03-05,confirmed,3513
25517,N.A.,Iran,53.0,32.0,2020-03-05,died,107
25518,N.A.,Iran,53.0,32.0,2020-03-05,recovered,739
25519,N.A.,Iran,53.0,32.0,2020-03-05,currently ill,2667
25520,N.A.,Iran,53.0,32.0,2020-03-06,confirmed,4747
25521,N.A.,Iran,53.0,32.0,2020-03-06,died,124
25522,N.A.,Iran,53.0,32.0,2020-03-06,recovered,913
25523,N.A.,Iran,53.0,32.0,2020-03-06,currently ill,3710
25524,N.A.,Iran,53.0,32.0,2020-03-07,confirmed,5823
